what,kind,bundleId,bundleVersion,description,time
opened,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1650354364210
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1650354364301
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1650354437422
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1650354478279
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1650354481649
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1650354499098
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1650354509785
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1650354513460
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1650354516089
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1650354521588
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1650354530850
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1650354542756
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1650354546250
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1650354546475
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1650354586138
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1650354633411
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.undo",1650354636766
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.undo",1650354638619
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.undo",1650354639647
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.undo",1650354640376
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.undo",1650354640950
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.undo",1650354641484
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1650354660969
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1650354729283
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1650354737801
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1650354743138
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1650354743363
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1650354749552
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1650354755873
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1650354758848
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.undo",1650354794185
