what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1650354063076
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1650354064231
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1650354065323
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1650354097818
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1650354100413
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.undo",1650354108339
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.undo",1650354108659
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.undo",1650354109035
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.undo",1650354109519
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1650354126966
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1650354132650
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1650354133128
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1650354134532
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1650354138789
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1650354145867
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1650354147650
